new_text,new_label
"['عايزة', 'سلطة']","['show', 'ItemName']"
"['اشوف', 'المنيو']","['show', 'Menu']"
"['تابعلي', 'الطلبات']","['show', 'order']"
['عايزة'],['show']
['كام'],['invoice']
"['عايزة', 'اغير', 'العنوان']","['show', 'change', 'address']"
"['2', 'تشيكن']","['item_number', 'ItemName']"
"['قائمة', 'تغيير', 'البيانات']","['Menu', 'change', 'update_data']"
['اضيف'],['add']
"['قائمة', 'الطلبات', 'السابقة']","['Menu', 'order', 'previous']"
"['شيل', 'العنوان']","['edit', 'address']"
"['رقم', 'هاتفى', 'للرقم']","['phone_number', 'phone_number', 'phone_number']"
['عايزة'],['show']
['اعرضلي'],['show']
"['رقم', 'هاتفى']","['phone_number', 'phone_number']"
['اعرف'],['show']
"['اد', 'ايه']","['late', 'late']"
['المنيو'],['Menu']
['الغي'],['cancel']
['عنوان'],['address']
['اضيف'],['add']
['طلبتها'],['order']
['منيو'],['Menu']
"['احذف', 'العنوان']","['delete', 'address']"
"['عايزة', 'اسجل', 'عنوان']","['show', 'update_data', 'address']"
['عايزة'],['show']
"['عايزة', 'الفاتورة']","['show', 'invoice']"
['الغي'],['cancel']
['سلطة'],['ItemName']
['منيو'],['Menu']
"['عايزة', 'احدد']","['show', 'add']"
['2'],['item_number']
"['تفرجيني', 'منيو']","['show', 'Menu']"
"['رقم', 'موبايلي']","['phone_number', 'phone_number']"
"['عايزة', 'عنوان']","['show', 'address']"
['اغير'],['change']
['بيتزا'],['ItemName']
['عايزة'],['show']
['العنوان'],['address']
"['احط', 'رقم']","['add', 'phone_number']"
"['قائمة', 'الطعام']","['Menu', 'Menu']"
"['وريني', 'قائمة', 'البيتزا']","['show', 'Menu', 'ItemName']"
"['امسح', 'العنوان']","['delete', 'address']"
"['تغيير', 'البيانات']","['change', 'update_data']"
['شيل'],['edit']
['القائمة'],['Menu']
['العنوان'],['address']
"['شوف', 'الكارت']","['show', 'card']"
['المنيو'],['Menu']
"['تعرضلي', 'الطلبات', 'طلبتها', 'قبل']","['show', 'order', 'order', 'previous']"
['عنوان'],['address']
['منيو'],['Menu']
['القائمة'],['Menu']
['اوردر'],['order']
"['3', 'مع', 'سلطة', 'سيزر']","['item_number', 'add', 'ItemName', 'ItemName']"
['اعرف'],['show']
['عايزة'],['show']
"['تفرجيني', 'المنيو']","['show', 'Menu']"
['طلبتها'],['order']
"['2', 'مع', 'كبير']","['item_number', 'add', 'itemSize']"
['ميل'],['ItemName']
['2'],['item_number']
"['اشوف', 'الطلبات']","['show', 'order']"
"['اغير', 'البيت']","['change', 'address']"
['الفاتورة'],['invoice']
"['اضيف', 'عنوان']","['add', 'address']"
['منيو'],['Menu']
"['تغيرلي', 'عنوان']","['change', 'address']"
"['عنوان', 'البيت']","['address', 'address']"
['مع'],['add']
['الاوردر'],['order']
"['امسح', 'عنواني']","['delete', 'address']"
['ميل'],['ItemName']
['الطعام'],['Menu']
['الاوردر'],['order']
"['تضيفلي', 'تشيكن']","['add', 'ItemName']"
['اروح'],['show']
"['حدثلى', 'رقم', 'للرقم']","['update_data', 'phone_number', 'phone_number']"
['القديمة'],['previous']
"['3', 'تشيكن', 'ميل']","['item_number', 'ItemName', 'ItemName']"
"['تبعتلي', 'قائمة', 'تغيير', 'البيانات']","['show', 'Menu', 'change', 'update_data']"
"['عايزة', 'اوردر', '3']","['show', 'order', 'item_number']"
"['شوف', 'ايه']","['show', 'late']"
['عنوان'],['address']
"['عايزة', 'مع']","['show', 'add']"
['العنوان'],['address']
"['عايزة', 'الاوردر']","['show', 'order']"
['السندوتشات'],['ItemName']
"['اغير', 'رقم']","['change', 'phone_number']"
['كبيرة'],['itemSize']
['منيو'],['Menu']
"['قديش', 'وقت', 'الاوردر']","['show', 'late', 'order']"
['تغيير'],['change']
['دلوقتي'],['late']
"['اشوف', 'منيو']","['show', 'Menu']"
"['عايزة', 'اغير', 'رقم', 'للرقم']","['show', 'change', 'phone_number', 'phone_number']"
['تطلعنى'],['show']
"['رقم', 'هاتفى', 'الجوال', 'للرقم']","['phone_number', 'phone_number', 'phone_number', 'phone_number']"
"['2', 'بيتزا']","['item_number', 'ItemName']"
['الاوردر'],['order']
"['الغي', 'العنوان']","['cancel', 'address']"
['مع'],['add']
"['الغي', 'تشيكن', 'ميل']","['cancel', 'ItemName', 'ItemName']"
['دلوقتي'],['late']
"['تفرجيني', 'الكارت']","['show', 'card']"
"['اضيف', 'رقم']","['add', 'phone_number']"
"['تفرجيني', 'منيو']","['show', 'Menu']"
"['غير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
"['اعرف', 'الاوردر', 'لحد']","['show', 'order', 'late']"
"['اغير', 'اللغة']","['change', 'Language']"
"['اسجل', 'عنوان']","['update_data', 'address']"
['الاوردر'],['order']
"['اشوف', 'منيو']","['show', 'Menu']"
['دلوقتى'],['late']
"['عايزة', 'اعدل']","['show', 'edit']"
['3'],['item_number']
['عنواني'],['address']
"['2', 'بيتزا']","['item_number', 'ItemName']"
"['اشوف', 'المنيو']","['show', 'Menu']"
['للرقم'],['phone_number']
['عنوان'],['address']
"['تغير', 'العنوان']","['change', 'address']"
"['اسجل', 'عنوان']","['update_data', 'address']"
['الاوردر'],['order']
"['غير', 'رقم']","['change', 'phone_number']"
['الاوردر'],['order']
"['قائمة', 'الطعام']","['Menu', 'Menu']"
['الاوردر'],['order']
['مع'],['add']
"['تغيرلي', 'عنوان', 'البيت', 'عنوان']","['change', 'address', 'address', 'address']"
"['الغي', 'عنواني']","['cancel', 'address']"
"['تبعتلي', 'المنيو']","['show', 'Menu']"
"['اشوف', 'منيو']","['show', 'Menu']"
['كبير'],['itemSize']
"['عايزة', 'اضيف', 'عنوان']","['show', 'add', 'address']"
['2'],['item_number']
['الاوردر'],['order']
"['اغير', 'رقم', 'للرقم']","['change', 'phone_number', 'phone_number']"
['اشوف'],['show']
"['عايزة', 'الاوردرات', 'السابقة']","['show', 'order', 'previous']"
"['تفرجيني', 'القائمة']","['show', 'Menu']"
"['اشوف', 'منيو']","['show', 'Menu']"
['3'],['item_number']
"['اسجل', 'العنوان']","['update_data', 'address']"
"['اغير', 'رقم']","['change', 'phone_number']"
"['اشوف', 'الاوردرات', 'القديمة']","['show', 'order', 'previous']"
['شوف'],['show']
['تفرجيني'],['show']
"['غير', 'لغة']","['change', 'Language']"
"['عايزة', 'اضيف', 'العنوان']","['show', 'add', 'address']"
"['تفرجيني', 'المنيو']","['show', 'Menu']"
"['غير', 'رقم']","['change', 'phone_number']"
"['احط', 'العنوان']","['add', 'address']"
['الطلبات'],['order']
"['عايزة', 'احدد', 'عنواني']","['show', 'add', 'address']"
"['عطيني', 'المنيو']","['show', 'Menu']"
['امسح'],['delete']
['الغي'],['cancel']
['ايه'],['late']
"['عايزة', 'اضيف', 'العنوان']","['show', 'add', 'address']"
['مع'],['add']
['مع'],['add']
['اللغة'],['Language']
['عنوان'],['address']
['العنوان'],['address']
['مع'],['add']
['اضيف'],['add']
"['اشوف', 'الطلبات', 'السابقة']","['show', 'order', 'previous']"
['الطلبات'],['order']
['ايه'],['late']
"['اضيف', '3', 'تشيكن', 'مع', 'الاوردر']","['add', 'item_number', 'ItemName', 'add', 'order']"
"['2', 'كبير']","['item_number', 'itemSize']"
"['تفرجيني', 'منيو']","['show', 'Menu']"
['منيو'],['Menu']
"['رقم', 'البيت']","['phone_number', 'address']"
"['تفرجيني', 'قائمة', 'الطلبات', 'السابقة']","['show', 'Menu', 'order', 'previous']"
['مع'],['add']
['بيتزا'],['ItemName']
['الاوردر'],['order']
"['اشوف', 'الاوردر']","['show', 'order']"
['اضيف'],['add']
"['3', 'ساندوتش']","['item_number', 'ItemName']"
"['شوف', 'المنيو']","['show', 'Menu']"
['القائمة'],['Menu']
"['الغي', 'العنوان']","['cancel', 'address']"
['الاوردر'],['order']
"['الاوردر', 'كام']","['order', 'invoice']"
"['شوف', 'الكارت']","['show', 'card']"
['رقم'],['phone_number']
['الاوردر'],['order']
"['اعرضلي', 'قائمة']","['show', 'Menu']"
"['غير', 'العنوان']","['change', 'address']"
"['غير', 'عنوان']","['change', 'address']"
"['الغي', 'عنواني']","['cancel', 'address']"
"['تغيير', 'رقم', 'الجوال', 'للرقم']","['change', 'phone_number', 'phone_number', 'phone_number']"
['اغير'],['change']
"['تغير', 'رقم']","['change', 'phone_number']"
['عنوان'],['address']
"['تابعلي', 'الاوردر']","['show', 'order']"
['اللغة'],['Language']
"['عايزة', 'اعرف', 'الاوردر', 'وقت', 'اد', 'ايه']","['show', 'show', 'order', 'late', 'late', 'late']"
['عنوان'],['address']
"['تابعلي', 'الاوردر']","['show', 'order']"
"['اشوف', 'منيو']","['show', 'Menu']"
"['تغيرلي', 'عنوان', 'البيت']","['change', 'address', 'address']"
"['اعرضلي', 'منيو', 'البيتزا', 'بيتزا']","['show', 'Menu', 'ItemName', 'ItemName']"
['الاوردر'],['order']
['موصلش'],['late']
['عنوان'],['address']
"['عايزة', 'اسجل', 'عنوان']","['show', 'update_data', 'address']"
['مع'],['add']
['المنيو'],['Menu']
"['اعرف', 'الطلبات']","['show', 'order']"
"['اسجل', 'العنوان']","['update_data', 'address']"
['الاوردر'],['order']
"['اغير', 'رقم', 'للرقم']","['change', 'phone_number', 'phone_number']"
['ايه'],['late']
"['اشوف', 'الكارت']","['show', 'card']"
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
['اشوف'],['show']
['الاوردر'],['order']
"['شوف', 'الاوردرات']","['show', 'order']"
['تعرضلي'],['show']
['الطلبات'],['order']
"['تابعلي', 'الطلبات']","['show', 'order']"
['اعرضلي'],['show']
"['رقم', 'ماوصل']","['phone_number', 'late']"
"['شوف', 'الاوردر']","['show', 'order']"
"['اشوف', 'اوردراتي']","['show', 'order']"
['منيو'],['Menu']
['عايزة'],['show']
"['اشوف', 'المنيو']","['show', 'Menu']"
['مع'],['add']
"['تغيير', 'البيانات']","['change', 'update_data']"
['البيانات'],['update_data']
['رقم'],['phone_number']
['الاوردر'],['order']
['الفاتورة'],['invoice']
['الفاتورة'],['invoice']
['مع'],['add']
"['اشوف', 'منيو']","['show', 'Menu']"
['الاوردر'],['order']
"['منيو', 'الاطباق']","['Menu', 'Menu']"
['لحد'],['late']
"['عايزة', 'احدث', 'البيانات']","['show', 'update_data', 'update_data']"
['السابقة'],['previous']
['المنيو'],['Menu']
['العنوان'],['address']
"['اشوف', 'منيو']","['show', 'Menu']"
"['قائمة', 'الطعام']","['Menu', 'Menu']"
"['تفرجيني', 'الكارت']","['show', 'card']"
['العنوان'],['address']
['الطلبات'],['order']
['اللغة'],['Language']
['دلوقتي'],['late']
['الاوردر'],['order']
"['اغير', 'رقم', 'موبايلي']","['change', 'phone_number', 'phone_number']"
"['قائمة', 'تغيير', 'البيانات']","['Menu', 'change', 'update_data']"
"['اوردر', 'بيتزا']","['order', 'ItemName']"
['العنوان'],['address']
"['2', 'بيتزا']","['item_number', 'ItemName']"
['عايزة'],['show']
"['اعرف', 'الاوردر', 'فاضله', 'ايه']","['show', 'order', 'late', 'late']"
"['تغيرلي', 'اللغة']","['change', 'Language']"
"['سلطة', 'كبير']","['ItemName', 'itemSize']"
['عايزة'],['show']
['عنوان'],['address']
['الاوردر'],['order']
"['الاوردر', 'رقم']","['order', 'phone_number']"
"['شوف', 'المنيو']","['show', 'Menu']"
"['ايه', 'قائمة', 'الطعام']","['late', 'Menu', 'Menu']"
['الاوردر'],['order']
"['تفرجيني', 'القائمة']","['show', 'Menu']"
['اللغة'],['Language']
['الفاتورة'],['invoice']
"['هاخد', 'كبير']","['show', 'itemSize']"
['ساندوتش'],['ItemName']
"['عنوان', 'البيت']","['address', 'address']"
['ايه'],['late']
"['تضيفلي', 'عنوان']","['add', 'address']"
['مع'],['add']
"['وريني', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
"['تشيكن', 'مع']","['ItemName', 'add']"
"['الاوردرات', 'السابقة']","['order', 'previous']"
['عنواني'],['address']
"['اوردر', 'رقم']","['order', 'phone_number']"
['كبير'],['itemSize']
['الغي'],['cancel']
"['غير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
['عنوان'],['address']
['منيو'],['Menu']
['منيو'],['Menu']
['السابقة'],['previous']
['عنوان'],['address']
['رقم'],['phone_number']
['البيانات'],['update_data']
"['الاوردرات', 'السابقة']","['order', 'previous']"
['البيانات'],['update_data']
['مع'],['add']
['عنواني'],['address']
"['شوف', 'الكارت']","['show', 'card']"
"['اعرف', 'الاوردر']","['show', 'order']"
"['اعدل', 'عنوان']","['edit', 'address']"
['اعرضلي'],['show']
['كام'],['invoice']
['عايزة'],['show']
['مع'],['add']
"['الاوردرات', 'السابقة']","['order', 'previous']"
"['3', 'بيتزا']","['item_number', 'ItemName']"
"['عايزة', 'اضيف', 'عنوان', 'البيت']","['show', 'add', 'address', 'address']"
"['اضيف', 'رقم', 'الجوال']","['add', 'phone_number', 'phone_number']"
"['اوردر', '3', 'بيتزا', 'مع']","['order', 'item_number', 'ItemName', 'add']"
['امسح'],['delete']
['الاوردر'],['order']
['الفاتورة'],['invoice']
"['ساندوتش', '2']","['ItemName', 'item_number']"
"['اشوف', 'المنيو']","['show', 'Menu']"
"['اشوف', 'الكارت']","['show', 'card']"
['شوف'],['show']
"['اغير', 'رقم', 'للرقم']","['change', 'phone_number', 'phone_number']"
"['تغيرلي', 'للرقم']","['change', 'phone_number']"
['الاوردر'],['order']
"['شوف', 'المنيو']","['show', 'Menu']"
"['اعرف', 'وقت', 'اد', 'ايه', 'الاوردر']","['show', 'late', 'late', 'late', 'order']"
"['وريني', 'الطلبات']","['show', 'order']"
['رقم'],['phone_number']
['الاوردر'],['order']
"['2', 'تشيكن', 'سوبريم', 'بصل']","['item_number', 'ItemName', 'ItemName', 'Exclude']"
"['3', 'بيتزا']","['item_number', 'ItemName']"
"['عنوان', 'البيت']","['address', 'address']"
['منيو'],['Menu']
"['عايزة', 'اعدل', 'رقم', 'موبايلي']","['show', 'edit', 'phone_number', 'phone_number']"
"['عايزة', 'عنواني']","['show', 'address']"
"['2', 'مع']","['item_number', 'add']"
['كبير'],['itemSize']
"['قديش', 'وقت']","['show', 'late']"
['القائمة'],['Menu']
"['الطلبات', 'قبل']","['order', 'previous']"
"['رقم', 'الموبايل']","['phone_number', 'phone_number']"
['الاوردر'],['order']
['العنوان'],['address']
"['اعدل', 'العنوان']","['edit', 'address']"
['اشوف'],['show']
['الطلبات'],['order']
"['اغير', 'بياناتي']","['change', 'update_data']"
"['قديش', 'وقت']","['show', 'late']"
"['شوف', 'الكارت']","['show', 'card']"
"['احط', 'عنواني']","['add', 'address']"
['عايزة'],['show']
['وقت'],['late']
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
"['الاوردر', 'وقت', 'ايه']","['order', 'late', 'late']"
['اشوف'],['show']
"['احدد', 'عنوان', 'البيت']","['add', 'address', 'address']"
['غير'],['change']
['2'],['item_number']
['المنيو'],['Menu']
"['عايزة', 'اغير', 'ايه']","['show', 'change', 'late']"
['2'],['item_number']
"['تشيكن', 'سوبريم', 'بيتزا']","['ItemName', 'ItemName', 'ItemName']"
['القائمة'],['Menu']
['اغير'],['change']
['رقم'],['phone_number']
"['الاوردر', '3']","['order', 'item_number']"
['بدون'],['Exclude']
"['عنوان', 'البيت']","['address', 'address']"
['اعرف'],['show']
"['عايزة', 'اشوف', 'الاوردرات']","['show', 'show', 'order']"
['كبير'],['itemSize']
['الاوردر'],['order']
['قديش'],['show']
"['قائمة', 'الطعام']","['Menu', 'Menu']"
['طلبتها'],['order']
"['عايزة', 'اعدل', 'العنوان']","['show', 'edit', 'address']"
['تفرجيني'],['show']
['مع'],['add']
"['تغيير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
['بيتزا'],['ItemName']
['رقم'],['phone_number']
['الاوردر'],['order']
['الاوردر'],['order']
"['غير', 'عنوان']","['change', 'address']"
['الاوردر'],['order']
['الاوردر'],['order']
['ايه'],['late']
['رقم'],['phone_number']
"['الاوردر', '2', 'بيتزا', 'مع']","['order', 'item_number', 'ItemName', 'add']"
['الغي'],['cancel']
['اضيف'],['add']
"['تفرجيني', 'الطعام']","['show', 'Menu']"
['حسابى'],['invoice']
"['عطيني', 'القائمة']","['show', 'Menu']"
"['بيتزا', 'بصل']","['ItemName', 'Exclude']"
"['رقم', 'للرقم']","['phone_number', 'phone_number']"
"['احذف', 'العنوان']","['delete', 'address']"
"['تبعتلي', 'قائمة', 'تغيير', 'البيانات']","['show', 'Menu', 'change', 'update_data']"
['احذف'],['delete']
['للرقم'],['phone_number']
['مع'],['add']
['الاوردر'],['order']
"['عنوان', 'البيت']","['address', 'address']"
"['الغي', 'عنواني']","['cancel', 'address']"
"['قائمة', 'الطعام']","['Menu', 'Menu']"
['اللغة'],['Language']
"['عنوان', 'البيت']","['address', 'address']"
['مع'],['add']
"['احط', 'العنوان']","['add', 'address']"
"['2', 'بيتزا']","['item_number', 'ItemName']"
"['اشوف', 'الطلبات']","['show', 'order']"
"['اعرف', 'الاوردر', 'فاضله', 'اد', 'ايه']","['show', 'order', 'late', 'late', 'late']"
"['3', 'سلطة', 'مع']","['item_number', 'ItemName', 'add']"
"['اشوف', 'المنيو']","['show', 'Menu']"
"['اغير', 'عنوان', 'البيت']","['change', 'address', 'address']"
['تعرضلي'],['show']
"['شوف', 'قائمة']","['show', 'Menu']"
"['غير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
['قبل'],['previous']
"['عايزة', 'احط', 'عنوان', 'البيت']","['show', 'add', 'address', 'address']"
"['شوف', 'الكارت']","['show', 'card']"
"['الاوردر', 'ايه']","['order', 'late']"
"['اعرف', 'العنوان']","['show', 'address']"
"['اشوف', 'الاوردرات']","['show', 'order']"
"['5', 'كبير']","['item_number', 'itemSize']"
"['اشوف', 'الاوردرات', 'قبل']","['show', 'order', 'previous']"
['البيانات'],['update_data']
"['3', 'ميل', 'تشيكن']","['item_number', 'ItemName', 'ItemName']"
['تشيكن'],['ItemName']
['عنوان'],['address']
['العنوان'],['address']
['لغة'],['Language']
['العنوان'],['address']
['تطلعنى'],['show']
['غير'],['change']
"['الاوردر', 'ايه']","['order', 'late']"
"['وريني', 'الطلبات', 'القديمة']","['show', 'order', 'previous']"
"['وقت', 'الاوردر']","['late', 'order']"
"['تعرضلي', 'الكارت']","['show', 'card']"
['المنيو'],['Menu']
['اعرف'],['show']
"['عايزة', 'احدد', 'عنوان']","['show', 'add', 'address']"
['الغي'],['cancel']
['مع'],['add']
['بيتزا'],['ItemName']
['عنواني'],['address']
"['اوردر', '5', 'تشيكن', 'مع']","['order', 'item_number', 'ItemName', 'add']"
['المنيو'],['Menu']
['شوف'],['show']
['عايزة'],['show']
"['قائمة', 'تغيير', 'البيانات']","['Menu', 'change', 'update_data']"
['الاوردر'],['order']
"['اشوف', 'قبل']","['show', 'previous']"
['لحد'],['late']
"['سوبر', 'سوبريم', 'مع']","['ItemName', 'ItemName', 'add']"
"['تغيرلي', 'رقم']","['change', 'phone_number']"
['سلطة'],['ItemName']
"['تغيير', 'البيانات']","['change', 'update_data']"
['الطلبات'],['order']
"['احذف', 'عنوان', 'البيت']","['delete', 'address', 'address']"
"['تغيرلي', 'لغة']","['change', 'Language']"
['اللغة'],['Language']
"['احدث', 'عنواني']","['update_data', 'address']"
"['عايزة', 'امسح', 'عنواني']","['show', 'delete', 'address']"
['ايه'],['late']
"['عنوان', 'البيت']","['address', 'address']"
"['اغير', 'عنوان']","['change', 'address']"
['سلطة'],['ItemName']
['الطلبات'],['order']
"['احذف', 'العنوان']","['delete', 'address']"
['القائمة'],['Menu']
"['الطلبات', 'طلبتها', 'قبل']","['order', 'order', 'previous']"
"['عايزة', 'اعرف', 'وقت', 'اد', 'ايه']","['show', 'show', 'late', 'late', 'late']"
['اعرف'],['show']
"['غير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
['منيو'],['Menu']
"['عنوان', 'البيت']","['address', 'address']"
"['الاوردرات', 'طلبتها']","['order', 'order']"
['عنوان'],['address']
['كام'],['invoice']
"['احط', 'عنوان', 'البيت']","['add', 'address', 'address']"
"['عايزة', 'اشوف', 'الاوردرات', 'القديمة']","['show', 'show', 'order', 'previous']"
"['الغي', 'العنوان']","['cancel', 'address']"
"['الطلبات', 'ايه']","['order', 'late']"
['الاوردر'],['order']
['عايزة'],['show']
['الطلبات'],['order']
"['الاوردر', 'ماوصل']","['order', 'late']"
"['اشوف', 'السندوتشات']","['show', 'ItemName']"
['الاوردر'],['order']
"['عايزة', 'اغير', 'بياناتي']","['show', 'change', 'update_data']"
['عنوان'],['address']
['اللغة'],['Language']
['بيتزا'],['ItemName']
['عنوان'],['address']
"['دلوقتي', 'عايزة', 'اغير', 'رقم', 'الموبايل', 'ايه']","['late', 'show', 'change', 'phone_number', 'phone_number', 'late']"
['القائمة'],['Menu']
['قائمة'],['Menu']
"['اعرضلي', 'الاوردرات']","['show', 'order']"
"['شوف', 'الاوردر']","['show', 'order']"
['5'],['item_number']
['3'],['item_number']
['عنوان'],['address']
"['2', 'كبير']","['item_number', 'itemSize']"
['الطلبات'],['order']
['عايزة'],['show']
['الطلبات'],['order']
"['تفرجيني', 'قبل']","['show', 'previous']"
"['ايه', 'الطلبات']","['late', 'order']"
['3'],['item_number']
"['عنوان', 'البيت']","['address', 'address']"
"['تفرجيني', 'منيو']","['show', 'Menu']"
"['شوف', 'المنيو']","['show', 'Menu']"
['المنيو'],['Menu']
"['احذف', 'الاوردر']","['delete', 'order']"
"['بيتزا', 'كبيرة']","['ItemName', 'itemSize']"
['الطلبات'],['order']
['الحجم'],['itemSize']
"['عايزة', 'اغير', 'رقم', 'موبايلي']","['show', 'change', 'phone_number', 'phone_number']"
"['عنوان', 'البيت']","['address', 'address']"
"['اسجل', 'عنوان', 'البيت']","['update_data', 'address', 'address']"
['اعرضلي'],['show']
"['تبعتلي', 'قائمة']","['show', 'Menu']"
"['كبير', 'مع']","['itemSize', 'add']"
"['عايزة', 'اسجل', 'عنوان']","['show', 'update_data', 'address']"
"['وريني', 'منيو']","['show', 'Menu']"
"['عايزة', 'اغير', 'رقم']","['show', 'change', 'phone_number']"
"['اتنين', 'غير']","['item_number', 'change']"
"['عايزة', 'اعدل', 'رقم', 'الموبايل']","['show', 'edit', 'phone_number', 'phone_number']"
"['اشوف', 'الاوردر', 'فاضله', 'ايه']","['show', 'order', 'late', 'late']"
"['الطلبات', 'السابقة']","['order', 'previous']"
['الطعام'],['Menu']
"['رقم', 'للرقم']","['phone_number', 'phone_number']"
['ايه'],['late']
['رقم'],['phone_number']
['الاوردر'],['order']
['تعرضلي'],['show']
"['احدد', 'عنوان']","['add', 'address']"
['الاوردر'],['order']
"['عايزة', 'اشوف', 'الطلبات', 'السابقة']","['show', 'show', 'order', 'previous']"
"['اعرضلي', 'المنيو']","['show', 'Menu']"
"['عايزة', 'الغي', 'عنوان', 'البيت']","['show', 'cancel', 'address', 'address']"
['شوف'],['show']
['الطلبات'],['order']
"['شوف', 'قبل']","['show', 'previous']"
['العنوان'],['address']
['مع'],['add']
['العنوان'],['address']
"['اعرضلي', 'طلباتي']","['show', 'order']"
['الاوردر'],['order']
['تبعتلي'],['show']
"['اشوف', 'قائمة', 'الطلبات']","['show', 'Menu', 'order']"
['اوردر'],['order']
"['3', 'بيتزا', 'مع', 'بصل']","['item_number', 'ItemName', 'add', 'Exclude']"
"['2', 'بيتزا', 'كبير']","['item_number', 'ItemName', 'itemSize']"
"['اشوف', 'قبل']","['show', 'previous']"
"['شوف', 'منيو']","['show', 'Menu']"
"['شوف', 'المنيو']","['show', 'Menu']"
['اعرضلي'],['show']
['مع'],['add']
['رقم'],['phone_number']
['مع'],['add']
"['رقم', 'الجوال']","['phone_number', 'phone_number']"
['حذف'],['delete']
['3'],['item_number']
['اشوف'],['show']
['شوف'],['show']
"['اشوف', 'طلباتي']","['show', 'order']"
"['الحجم', 'كبير']","['itemSize', 'itemSize']"
['الفاتورة'],['invoice']
"['رقم', 'الجوال', 'للرقم']","['phone_number', 'phone_number', 'phone_number']"
['ايه'],['late']
['3'],['item_number']
"['اضيف', 'عنوان']","['add', 'address']"
"['شوف', 'الاشياء', 'طلبتها']","['show', 'order', 'order']"
['الاوردر'],['order']
['شوف'],['show']
['الاوردر'],['order']
"['2', 'بيتزا', 'بصل', 'مع']","['item_number', 'ItemName', 'Exclude', 'add']"
['اشوف'],['show']
['عنوان'],['address']
['دلوقتي'],['late']
"['اغير', 'العنوان']","['change', 'address']"
"['رقم', 'الجوال']","['phone_number', 'phone_number']"
"['رقم', '2']","['phone_number', 'item_number']"
"['ايه', 'دلوقتي']","['late', 'late']"
['الله'],['Gbu']
"['رقم', 'الموبايل']","['phone_number', 'phone_number']"
"['عايزة', 'رقم']","['show', 'phone_number']"
['3'],['item_number']
"['عايزة', 'الاوردرات']","['show', 'order']"
"['اغير', 'رقم', 'هاتفى']","['change', 'phone_number', 'phone_number']"
"['اشوف', 'البيتزا']","['show', 'ItemName']"
"['قائمة', 'تغيير', 'البيانات']","['Menu', 'change', 'update_data']"
"['اشوف', 'قائمة', 'الطعام']","['show', 'Menu', 'Menu']"
['اشوف'],['show']
"['عايزة', 'اشوف', 'منيو']","['show', 'show', 'Menu']"
"['اشوف', 'الاوردرات']","['show', 'order']"
"['رقم', 'الجوال']","['phone_number', 'phone_number']"
"['هاخد', '2', 'بيتزا']","['show', 'item_number', 'ItemName']"
"['اشوف', 'الطلبات']","['show', 'order']"
['عنواني'],['address']
"['الاوردرات', 'السابقة']","['order', 'previous']"
"['تغير', 'عنواني']","['change', 'address']"
"['عايزة', 'اعرف']","['show', 'show']"
['عنوان'],['address']
"['عايزة', 'اضيف', 'عنوان']","['show', 'add', 'address']"
"['اشوف', 'الاوردر']","['show', 'order']"
"['اغير', 'رقم']","['change', 'phone_number']"
"['اشوف', 'الاوردر']","['show', 'order']"
['العنوان'],['address']
"['اروح', 'قائمة', 'تغيير', 'البيانات']","['show', 'Menu', 'change', 'update_data']"
"['عايزة', 'تشيكن', 'ساندوتش', 'مع']","['show', 'ItemName', 'ItemName', 'add']"
['ساندوتش'],['ItemName']
['منيو'],['Menu']
"['اعرضلي', 'القائمة']","['show', 'Menu']"
['اوردر'],['order']
['رقم'],['phone_number']
"['وقت', 'ايه']","['late', 'late']"
"['الطلبات', 'السابقة']","['order', 'previous']"
"['تغير', 'رقم', 'للرقم']","['change', 'phone_number', 'phone_number']"
"['اغير', 'رقم', 'الموبايل']","['change', 'phone_number', 'phone_number']"
"['2', 'بيتزا']","['item_number', 'ItemName']"
['العنوان'],['address']
"['اشوف', 'ايه']","['show', 'late']"
"['غير', 'العنوان']","['change', 'address']"
"['عايزة', 'اغير', 'لغة']","['show', 'change', 'Language']"
['بيتزا'],['ItemName']
"['اضيف', 'الهابي', 'ميل']","['add', 'ItemName', 'ItemName']"
"['اعرضلي', 'منيو']","['show', 'Menu']"
['الاوردر'],['order']
['الاطباق'],['Menu']
"['اعرضلي', 'الاوردر']","['show', 'order']"
"['اغير', 'رقم', 'الجوال']","['change', 'phone_number', 'phone_number']"
['تغير'],['change']
"['وريني', 'المنيو']","['show', 'Menu']"
"['غير', 'بياناتي']","['change', 'update_data']"
"['غير', 'اللغة']","['change', 'Language']"
['الاوردر'],['order']
"['شوف', 'البيتزا']","['show', 'ItemName']"
"['اغير', 'لغة']","['change', 'Language']"
"['اعدل', 'عنوان']","['edit', 'address']"
"['منيو', 'الاطباق']","['Menu', 'Menu']"
"['عنوان', 'البيت']","['address', 'address']"
"['2', 'مع', 'كبير']","['item_number', 'add', 'itemSize']"
